table_name,table_schema,column_name,data_type
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,break_pack_flag,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,breakable_multi_pack_flag,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,order_profile_perishable_flag,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,order_profile_nonperishbl_flag,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,order_profile_locally_flag,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,price_keyed_at_checkout_flag,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,qty_required_flag,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,block_sale_flag,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,on_sale_flag,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,food_flag,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,item_source_system_cd,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,record_deleted_flag,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,load_ts,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,technical_metadata,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,unique_sub_cat_cd,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,unique_cat_cd,character varying
adw_prod_adw_rdv_item_pdscor_sat,sainsbury,source_system_cd,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,supply_sub_group_name,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,supply_group_name,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,supply_area_name,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,supply_planning_group_name,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,cat_supply_lead_name,character varying
adw_prod_adw_bdv_dim_item_hist_br,sainsbury,cat_supply_manager_name,character varying
